MHT_NUM,MHT,UnitNum,length_m,width_m,tot_area_m2,rkm.up,Comments
RRLSMA_344,RRLSMA,344,9.8,14.3,140.14,362.7324,
RRLSMA_345,RRLSMA,345,15.8,15.8,249.64,362.7226,w/steps 
RRPOMA_346,RRPOMA,346,9.1,14,127.4,362.7068,
RRLSMA_347,RRLSMA,347,11,13.1,144.1,362.6977,
SESSMA_348,SESSMA,348,28,12.5,350,362.6867,Large boulders across channel - almost block channel 
RRPOMA_349,RRPOMA,349,21.9,17.7,387.63,362.6587,
RRPOMA_350,RRPOMA,350,158.2,39,6169.8,362.6368,Dammed Pool; BW mid-pool LB 
RRPOMA_351,RRPOMA,351,14.3,16.5,235.95,362.4786,
RRPOMA_352,RRPOMA,352,34.7,21.3,739.11,362.4643,Boulder step between run and pool; corner 
SESSMA_353,SESSMA,353,8.2,16.2,132.84,362.4296,Step 
RRPOMA_354,RRPOMA,354,59.1,26.8,1583.88,362.4214,Water flowing under boulders LB 
SESSMA_355,SESSMA,355,17.4,14.6,254.04,362.3623,Water flowing under boulders LB 
RRLSMA_356,RRLSMA,356,19.2,15.5,297.6,362.3449,Water flowing under boulders LB 
RRLSMA_357,RRLSMA,357,11.9,14.3,170.17,362.3257,Water flowing under boulders LB 
RRPOMA_358,RRPOMA,358,22.9,15.2,348.08,362.3138,Water flowing under boulders LB 
SESSMA_359,SESSMA,359,25.3,14.9,376.97,362.2909,Water flowing under boulders LB 
RRPOMA_360,RRPOMA,360,32.6,13.4,436.84,362.2656,Water flowing under boulders LB 
SESSMA_361,SESSMA,361,16.2,12.5,202.5,362.233,Water flowing under boulders LB; shallow run-like rapid 
RRPOMA_362,RRPOMA,362,17.7,12.8,226.56,362.2168,Water flowing under boulders LB 
RRPOMA_363,RRPOMA,363,31.7,12.2,386.74,362.1991,Boulder break between run and r/g 
RRPOMA_364,RRPOMA,364,36.3,12.5,453.75,362.1674,
RRPOMA_365,RRPOMA,365,10.7,10.7,114.49,362.1311,Narrow 
RRPOMA_366,RRPOMA,366,14.6,15.8,230.68,362.1204,
RRPOMA_367,RRPOMA,367,35.1,20.1,705.51,362.1058,Major Spring/seep LB 
RRLSMA_368,RRLSMA,368,9.8,14.6,143.08,362.0707,Fast; nasty 
SESSMA_369,SESSMA,369,3.7,14.3,52.91,362.0609,
RRPOMA_370,RRPOMA,370,10.7,13.1,140.17,362.0572,Narrow; some boulders 
RRPOMA_371,RRPOMA,371,39.9,19.5,778.05,362.0465,Some boulders 
RRPOMA_372,RRPOMA,372,61.6,18.6,1145.76,362.0066,Major Spring/seep LB/RB 
RRPOMA_373,RRPOMA,373,12.5,13.1,163.75,361.945,N 42o 06.809'; W 122o 03.393' 
RRLSMA_374,RRLSMA,374,14,11.6,162.4,361.9325,Chute RB; boulders down center of unit 
SESSMA_375,SESSMA,375,10.1,13.7,138.37,361.9185,Water flowing under boulders LB 
RRLSMA_376,RRLSMA,376,14.3,12.5,178.75,361.9084, - this point upstream 2;000 feet 
RRPOMA_377,RRPOMA,377,11,12.5,137.5,361.8941,Narrow 
RRPOMA_378,RRPOMA,378,48.5,18.3,887.55,361.8831,Some boulders 
RRPOMA_379,RRPOMA,379,24.7,16.5,407.55,361.8346,Major Spring/seep LB/RB - clear plume 
RRLSMA_380,RRLSMA,380,1.8,18,32.4,361.8099,Step 
RRPOMA_381,RRPOMA,381,18.6,17.4,323.64,361.8081,Large drop in flow noticeable u/s of springs 
RRLSMA_382,RRLSMA,382,1.5,14.6,21.9,361.7895,Step 
RRPOMA_383,RRPOMA,383,55.2,15.2,839.04,361.788,w/steps 
RRPOMA_384,RRPOMA,384,11,13.7,150.7,361.7328,
RRPOMA_385,RRPOMA,385,7.3,14.9,108.77,361.7218,
SESSMA_386,SESSMA,386,7.3,14.3,104.39,361.7145,
RRLSMA_387,RRLSMA,387,13.1,16.2,212.22,361.7072,Run RB 
SESSMA_388,SESSMA,388,4.6,18,82.8,361.6941,TRVS Step 
RRPOMA_389,RRPOMA,389,40.5,12.2,494.1,361.6895,
SESSMA_390,SESSMA,390,7.3,15.8,115.34,361.649,Step 
RRPOMA_391,RRPOMA,391,8.5,15.2,129.2,361.6417,
RRPOMA_392,RRPOMA,392,25.9,13.4,347.06,361.6332,some boulders 
RRPOMA_393,RRPOMA,393,86.3,22.9,1976.27,361.6073,
RRPOMA_394,RRPOMA,394,15.8,21.6,341.28,361.521,w/boulders mid-pool 
RRPOMA_395,RRPOMA,395,44.8,12.2,546.56,361.5052,Lone pine (small) at road edge 
SESSMA_396,SESSMA,396,10.1,4.9,49.49,361.4604,Rapid; isolated pool RB 
RRPOMA_397,RRPOMA,397,29.3,7.9,231.47,361.4503,Narrow 
SESSMA_398,SESSMA,398,7.3,7.6,55.48,361.421,Step 
RRPOMA_399,RRPOMA,399,12.8,8.8,112.64,361.4137,Boulder Bar RB - 1785 to 2005 
RRPOMA_400,RRPOMA,400,7.6,9.8,74.48,361.4009,
SESSMA_401,SESSMA,401,9.8,9.1,89.18,361.3933,
RRLSMA_402,RRLSMA,402,16.2,11.9,192.78,361.3835,
RRPOMA_403,RRPOMA,403,33.5,12.8,428.8,361.3673,End water flowing under boulders LB 
RRPOMA_404,RRPOMA,404,127.7,21.6,2758.32,361.3338,Clams found + heavy beaver activity 
RRLSMA_405,RRLSMA,405,21.6,23.5,507.6,361.2061,
SESSMA_406,SESSMA,406,10.4,25,260,361.1845,
RRLSMA_407,RRLSMA,407,12.5,21.6,270,361.1741,Water flowing under bar and grass 
RRPOMA_408,RRPOMA,408,9.1,19.5,177.45,361.1616,Water flowing under bar and grass 
RRLSMA_409,RRLSMA,409,8.5,19.2,163.2,361.1525,Small break between POW lumped 
RRLSMA_410,RRLSMA,410,28,25,700,361.144,Boulder Bar LB - 2720 to 3053 
RRPOMA_411,RRPOMA,411,20.7,21.9,453.33,361.116,
SESSMA_412,SESSMA,412,2.7,21,56.7,361.0953,Step 
RRLSMA_413,RRLSMA,413,20.1,18,361.8,361.0926,
RRLSMA_414,RRLSMA,414,16.8,19.2,322.56,361.0725,Split by boulder bar 
SESSMA_415,SESSMA,415,2.1,20.1,42.21,361.0557,
RRLSMA_416,RRLSMA,416,23.8,22.9,545.02,361.0536,
RRPOMA_417,RRPOMA,417,15.2,20.4,310.08,361.0298,BW/SC LB; Mult. WSE 
SESSMA_418,SESSMA,418,1.8,17.7,31.86,361.0146,Bedrock outcrop LB 
RRPOMA_419,RRPOMA,419,41.5,18.9,784.35,361.0128,BW @ top RB; control break between pools 
RRPOMA_420,RRPOMA,420,44.5,20.1,894.45,360.9713,Bedrock outcrop LB Ends 
SESSMA_421,SESSMA,421,19.2,17.4,334.08,360.9268,N 42o 07.095'; W 122o 02.902' @ 3341 
RRLSMA_422,RRLSMA,422,14.6,21,306.6,360.9076,Steep gradient 
SESSMA_423,SESSMA,423,11.9,27.4,326.06,360.893,
RRPOMA_424,RRPOMA,424,5.8,26.2,151.96,360.8811,
RRPOMA_425,RRPOMA,425,71.6,23.5,1682.6,360.8753,Boulder bar RB 
RRMSMA_426,RRMSMA,426,25.6,26.5,678.4,360.8037,w/pockets; boulders 
RRPOMA_427,RRPOMA,427,15.5,26.2,406.1,360.7781,
RRPOMA_428,RRPOMA,428,19.2,25,480,360.7626,run ends at top of boulders 
RRPOMA_429,RRPOMA,429,49.4,17.1,844.74,360.7434,Top 30 feet run-like 
SESSMA_430,SESSMA,430,10.4,20.1,209.04,360.694,
RRPOMA_431,RRPOMA,431,10.7,20.4,218.28,360.6836,
RRPOMA_432,RRPOMA,432,18.3,14.9,272.67,360.6729,Actual pool length +50 feet 
SESSMA_433,SESSMA,433,8.5,39.6,336.6,360.6546,TRVS Step; 60 degrees; SC RB 
RRPOMA_434,RRPOMA,434,138.7,19.2,2663.04,360.6461,Bridge @ 4600; Penstock @ 4640 
SESSMA_435,SESSMA,435,305.7,41.1,12564.27,360.5074,Rapid; JC Boyle Peak
RRMSMA_436,RRMSMA,436,64,44.2,2828.8,360.2017,
SESSMA_437,SESSMA,437,53,37.8,2003.4,360.1377,Rapid 
RRPOMA_438,RRPOMA,438,75,40.8,3060,360.0847,Spring Island Raft Launch 
SCISL06A_439,SCISL06a,439,201.5,,,360.0097,
SESSMA_440,SESSMA,440,62.8,37.5,2355,359.8082,
SESSMA_441,SESSMA,441,75,38.1,2857.5,359.7454,
RRLSMA_442,RRLSMA,442,193.2,41.1,7940.52,359.6704,USGS Gage 11510700 below JC Boyle Power Plant
SESSMA_443,SESSMA,443,69.5,30.5,2119.75,359.4772,Corner 
RRMSMA_444,RRMSMA,444,150,28,4200,359.4077,Fast w/standing waves 
SESSMA_445,SESSMA,445,37.2,39.9,1484.28,359.2577,Short-step/ S/C Top (~200 ft long; LB) 
RRPOMA_446,RRPOMA,446,72.5,36.6,2653.5,359.2205,
SESSMA_447,SESSMA,447,110.9,49.4,5478.46,359.148,lower 50' steep 
RRMSMA_448,RRMSMA,448,130.8,36.6,4787.28,359.0371,BW LB - very high flow channel 
RRMSMA_449,RRMSMA,449,35.4,31.1,1100.94,358.9063,Rapid 
RRPOMA_450,RRPOMA,450,193.2,41.1,7940.52,358.8709,
SPISL02A_451,SPISL02a,451,282.6,,,358.6777,
RRPOMA_452,RRPOMA,452,209.1,39,8154.9,358.3951,
RRPOMA_453,RRPOMA,453,87.5,47.9,4191.25,358.186,Flat 
SESSMA_454,SESSMA,454,64.9,38.4,2492.16,358.0985,w/Waves 
RRLSMA_455,RRLSMA,455,140.5,49.7,6982.85,358.0336,
RRMSMA_456,RRMSMA,456,106.7,55.8,5953.86,357.8931,
SESSMA_457,SESSMA,457,93,69.5,6463.5,357.7864,Some POW 
RRPOMA_458,RRPOMA,458,108.8,42.7,4645.76,357.6934,
SESSMA_459,SESSMA,459,100,55.2,5520,357.5846,Rif and upper part of Run - Same Rapid 
RRPOMA_460,RRPOMA,460,273.7,51.5,14095.55,357.4846,Standing Waves 
SESSMA_461,SESSMA,461,85,51.8,4403,357.2109,
RRMSMA_462,RRMSMA,462,68.3,50.6,3455.98,357.1259,
RRPOMA_463,RRPOMA,463,148.1,53.3,7893.73,357.0576,
RRLSMA_464,RRLSMA,464,61,56.4,3440.4,356.9095,trvs_step_Rif_between_Pool_and_Run
RRLSMA_465,RRLSMA,465,177.1,54.9,9722.79,356.8485,
RRPOMA_466,RRPOMA,466,131.7,43,5663.1,356.6714,short - step
RRLSMA_467,RRLSMA,467,125,57.6,7200,356.5397,Enter_Low_Gradient_-_Frain_Ranch_Area
RRLSMA_468,RRLSMA,468,38.7,48.2,1865.34,356.4147,
RRPOMA_469,RRPOMA,469,244.8,53.3,13047.84,356.376,
RRPOMA_470,RRPOMA,470,115.8,57.3,6635.34,356.1312,Run/Break_Separates_2_Pools
RRLSMA_471,RRLSMA,471,110.3,46.3,5106.89,356.0154,BLM Campground
RRPOMA_472,RRPOMA,472,154.2,33.5,5165.7,355.9051,Pool Tail
RRPOMA_473,RRPOMA,473,72.8,50.3,3661.84,355.7509,Old Diversion LB
RRPOMA_474,RRPOMA,474,209.1,59.7,12483.27,355.6781,BW RB
RRPOMA_475,RRPOMA,475,54.6,53.6,2926.56,355.469,
SESSMA_476,SESSMA,476,48.8,54.9,2679.12,355.4144,Old Bridge Abutments
RRLSMA_477,RRLSMA,477,83.8,41.1,3444.18,355.3656,Rif/Run
RRLSMA_478,RRLSMA,478,193.2,69.8,13485.36,355.2818,5 Western Pond Turtles
RRLSMA_479,RRLSMA,479,120.7,39.3,4743.51,355.0886,Rapid/Run_(Beak_upper_control_xsec)
RRPOMA_480,RRPOMA,480,146.9,35.1,5156.19,354.9679,R/G in notes
RRLSMA_481,RRLSMA,481,43,49.4,2124.2,354.821,Run/Rif_in_field_notes_(327_ft)
RRPOMA_482,RRPOMA,482,241.4,69.8,16849.72,354.778,
SESSMA_483,SESSMA,483,102.4,55.5,5683.2,354.5366,
SCISL07A_484,SCISL07a,484,71.9,,,354.4342,
RRPOMA_485,RRPOMA,485,141.7,40.8,5781.36,354.3623,Riffle_circled_in_notes
RRPOMA_486,RRPOMA,486,125.6,49.7,6242.32,354.2206,BW LB @ top
RRPOMA_487,RRPOMA,487,119.5,56.4,6739.8,354.095,
RRLSMA_488,RRLSMA,488,69.2,46,3183.2,353.9755,Step-Rapid
RRPOMA_489,RRPOMA,489,209.1,57,11918.7,353.9063,Beaver Lodge LB
RRMSMA_490,RRMSMA,490,82,57.9,4747.8,353.6972,Step-Rapid
RRPOMA_491,RRPOMA,491,128,57.9,7411.2,353.6152,
SESSMA_492,SESSMA,492,31.4,36.9,1158.66,353.4872,Step
RRPOMA_493,RRPOMA,493,128.3,42.4,5439.92,353.4558,Run/Glide
SESSMA_494,SESSMA,494,22.6,33.5,757.1,353.3275,
RRPOMA_495,RRPOMA,495,225.2,36,8107.2,353.3049,
SESSMA_496,SESSMA,496,27.1,36.6,991.86,353.0797,
RRPOMA_497,RRPOMA,497,89,46,4094,353.0526,
RRPOMA_498,RRPOMA,498,126.5,39.9,5047.35,352.9636,
RRMSMA_499,RRMSMA,499,57.9,50,2895,352.8371,
RRLSMA_500,RRLSMA,500,193.2,68.6,13253.52,352.7792,
RRLSMA_501,RRLSMA,501,127.4,52.4,6675.76,352.586,
RRPOMA_502,RRPOMA,502,563.3,57,32108.1,352.4586,
RRMSMA_503,RRMSMA,503,65.5,51.2,3353.6,351.8953,
RRLSMA_504,RRLSMA,504,135.6,59.7,8095.32,351.8298,Some Riffle 
RRPOMA_505,RRPOMA,505,107.9,61.6,6646.64,351.6942,
RRLSMA_506,RRLSMA,506,30.8,103.9,3200.12,351.5863,Corner - TRVS; Small Boulder Bar LB 
RRPOMA_507,RRPOMA,507,92.4,51.2,4730.88,351.5555,
RRLSMA_508,RRLSMA,508,108.2,57.3,6199.86,351.4631,
RRLSMA_509,RRLSMA,509,32.3,75,2422.5,351.3549,Step 
RRLSMA_510,RRLSMA,510,177.1,69.5,12308.45,351.3226,
RRPOMA_511,RRPOMA,511,107.3,32.6,3497.98,351.1455,
SESSMA_512,SESSMA,512,370,28,10360,351.0382,Enter Hell's Corner - Caldera Rapid 
RRPOMA_513,RRPOMA,513,146,29,4234,350.6682,
SESSMA_514,SESSMA,514,48.2,21.9,1055.58,350.5222,Rapid 
RRPOMA_515,RRPOMA,515,121.9,21.9,2669.61,350.474,
SESSMA_516,SESSMA,516,9.1,24.1,219.31,350.3521,
RRPOMA_517,RRPOMA,517,193.2,28.7,5544.84,350.343,
SESSMA_518,SESSMA,518,20.7,27.1,560.97,350.1498,
RRPOMA_519,RRPOMA,519,56.4,22.9,1291.56,350.1291,
RRMSMA_520,RRMSMA,520,108.2,39,4219.8,350.0727,Rock Creek LB 
SESSMA_521,SESSMA,521,215.2,18.9,4067.28,349.9645,Rapid 
RRPOMA_522,RRPOMA,522,341.7,31.1,10626.87,349.7493,
SESSMA_523,SESSMA,523,188.7,25.9,4887.33,349.4076,Rapid 
RRPOMA_524,RRPOMA,524,110.3,39.9,4400.97,349.2189,
SESSMA_525,SESSMA,525,62.2,21,1306.2,349.1086,Rapid 
RRPOMA_526,RRPOMA,526,243.8,52.4,12775.12,349.0464,
SCISL08A_527,SCISL08a,527,224.3,,,348.8026,
RRPOMA_528,RRPOMA,528,93.3,56.1,5234.13,348.5783,Hells Corner
SPISL03A_529,SPISL03a,529,191.7,,,348.485,
SESSMA_530,SESSMA,530,170.7,27.1,4625.97,348.2933,
RRPOMA_531,RRPOMA,531,126.5,29.9,3782.35,348.1226,
SESSMA_532,SESSMA,532,172.5,32,5520,347.9961,
RRPOMA_533,RRPOMA,533,224.3,53,11887.9,347.8236,
SESSMA_534,SESSMA,534,85,32,2720,347.5993,
RRLSMA_535,RRLSMA,535,63.4,64.9,4114.66,347.5143,
RRLSMA_536,RRLSMA,536,163.7,75,12277.5,347.4509,
SPISL04A_537,SPISL04a,537,95.1,,,347.2872,
SPISL05A_538,SPISL05a,538,144.8,,,347.1921,
RRPOMA_539,RRPOMA,539,71.3,38.1,2716.53,347.0473,
SESSMA_540,SESSMA,540,44.8,27.1,1214.08,346.976,
RRPOMA_541,RRPOMA,541,49.4,29,1432.6,346.9312,
RRMSMA_542,RRMSMA,542,130.2,22.9,2981.58,346.8818,
RRPOMA_543,RRPOMA,543,93.3,25,2332.5,346.7516,
SESSMA_544,SESSMA,544,46,29.9,1375.4,346.6583,
RRLSMA_545,RRLSMA,545,143.9,39.9,5741.61,346.6123,
SESSMA_546,SESSMA,546,264.6,35.1,9287.46,346.4684,
RRMSMA_547,RRMSMA,547,86.3,31.7,2735.71,346.2038,
SESSMA_548,SESSMA,548,143.9,27.1,3899.69,346.1175,
RRPOMA_549,RRPOMA,549,418.5,60,25110,345.9736,
SESSMA_550,SESSMA,550,172.5,29.9,5157.75,345.5551,
RRLSMA_551,RRLSMA,551,109.4,35.1,3839.94,345.3826,
SESSMA_552,SESSMA,552,230.1,31.7,7294.17,345.2732,
RRMSMA_553,RRMSMA,553,172.5,45.4,7831.5,345.0431,
SPISL06A_554,SPISL06a,554,135,,,344.8706,
RRPOMA_555,RRPOMA,555,140.2,31.1,4360.22,344.7356,
SESSMA_556,SESSMA,556,30.8,46.6,1435.28,344.5954,
RRLSMA_557,RRLSMA,557,139.3,48.2,6714.26,344.5646,
SESSMA_558,SESSMA,558,72.2,39.6,2859.12,344.4253,Rapid 
RRPOMA_559,RRPOMA,559,155.4,38.1,5920.74,344.3531,
SESSMA_560,SESSMA,560,23.2,29.9,693.68,344.1977,Step 
RRMSMA_561,RRMSMA,561,73.5,27.4,2013.9,344.1745,
SESSMA_562,SESSMA,562,64.9,36.6,2375.34,344.101,Rapid 
RRPOMA_563,RRPOMA,563,209.1,36,7527.6,344.0361,
SESSMA_564,SESSMA,564,257.6,30.5,7856.8,343.827,Wells Fargo - Rapid; Diversion LB @ top 
RRMSMA_565,RRMSMA,565,44.5,24.1,1072.45,343.5694,
RRPOMA_566,RRPOMA,566,115.5,36.9,4261.95,343.5249,
RRPOMA_567,RRPOMA,567,61.9,48.2,2983.58,343.4094,
SESSMA_568,SESSMA,568,8.5,48.8,414.8,343.3475,Diversion RB 
RRPOMA_569,RRPOMA,569,96.3,52.4,5046.12,343.339,150' of Run @ bottom 
SESSMA_570,SESSMA,570,160.9,49.4,7948.46,343.2427,Rapid 
RRLSMA_571,RRLSMA,571,109.7,32.3,3543.31,343.0818,
RRPOMA_572,RRPOMA,572,48.5,37.5,1818.75,342.9721,
SESSMA_573,SESSMA,573,20.7,37.5,776.25,342.9236,Stateline Falls 
RRMSMA_574,RRMSMA,574,86.9,37.5,3258.75,342.9029,Rapid - narrow; fast 
RRPOMA_575,RRPOMA,575,173.7,42.1,7312.77,342.816,Start Low Gradient Reach (CA) 
RRMSMA_576,RRMSMA,576,51.5,44.2,2276.3,342.6423,BLM Put-in @ Stateline 
SESSMA_577,SESSMA,577,66.1,41.8,2762.98,342.5908,
RRPOMA_578,RRPOMA,578,152.7,32.3,4932.21,342.5247,
RRMSMA_579,RRMSMA,579,137.8,22.6,3114.28,342.372,Standing waves 
SESSMA_580,SESSMA,580,92.4,34.7,3206.28,342.2342,
SESSMA_581,SESSMA,581,68,39.6,2692.8,342.1418,
SESSMA_582,SESSMA,582,46,31.1,1430.6,342.0738,
RRLSMA_583,RRLSMA,583,193.2,32.3,6240.36,342.0278,Glide ?? 
RRPOMA_584,RRPOMA,584,230.4,50.9,11727.36,341.8346,
SESSMA_585,SESSMA,585,7.6,47.5,361,341.6042,Diversion (est. Length=25 feet) 
SESSMA_586,SESSMA,586,64,33.8,2163.2,341.5966,
RRPOMA_587,RRPOMA,587,370,41.8,15466,341.5326,
SESSMA_588,SESSMA,588,11.6,46.6,540.56,341.1626,Diversion -Fishing Access #6 
RRLSMA_589,RRLSMA,589,225.2,34.4,7746.88,341.151,
SPISL07A_590,SPISL07a,590,219.2,,,340.9258,
RRPOMA_591,RRPOMA,591,45.7,50.3,2298.71,340.7066,
SESSMA_592,SESSMA,592,57,40.2,2291.4,340.6609,TRVS 
RRLSMA_593,RRLSMA,593,108.5,38.4,4166.4,340.6039,
RRPOMA_594,RRPOMA,594,86.6,44.2,3827.72,340.4954,
RRLSMA_595,RRLSMA,595,104.5,54.9,5737.05,340.4088,
RRPOMA_596,RRPOMA,596,102.1,40.8,4165.68,340.3043,
SESSMA_597,SESSMA,597,42.1,45.1,1898.71,340.2022,
RRLSMA_598,RRLSMA,598,177.1,36,6375.6,340.1601,
RRPOMA_599,RRPOMA,599,122.2,41.1,5022.42,339.983,(R/G @ tail ~75') 
SESSMA_600,SESSMA,600,68,40.5,2754,339.8608,
SESSMA_601,SESSMA,601,75.9,33.8,2565.42,339.7928,Steep Run 
RRPOMA_602,RRPOMA,602,177.1,31.1,5507.81,339.7169,Road LB 
RRLSMA_603,RRLSMA,603,117.3,44.5,5219.85,339.5398,
RRLSMA_604,RRLSMA,604,181.4,52.7,9559.78,339.4225,
SESSMA_605,SESSMA,605,6.1,61.9,377.59,339.2411,Diversion 
RRMSMA_606,RRMSMA,606,71,59.1,4196.1,339.235,
SESSMA_607,SESSMA,607,112.5,50,5625,339.164,
RRLSMA_608,RRLSMA,608,273.7,34.1,9333.17,339.0515,
SESSMA_609,SESSMA,609,41.5,34.1,1415.15,338.7778,Bridge - Fishing Access #5 
RRLSMA_610,RRLSMA,610,289.6,35.4,10251.84,338.7363,Shovel Creek LB 
SCISL09A_611,SCISL09a,611,309,,,338.4467,
RRMSMA_612,RRMSMA,612,40.2,39.9,1603.98,338.1377,
RRPOMA_613,RRPOMA,613,257.6,35.4,9119.04,338.0975,BW @ bottom RB 
RRMSMA_614,RRMSMA,614,72.8,32.9,2395.12,337.8399,
SCISL10A_615,SCISL10a,615,176.8,,,337.7671,
SESSMA_616,SESSMA,616,56.7,30.2,1712.34,337.5903,
SCISL11A_617,SCISL11a,617,105.8,,,337.5336,
RRPOMA_618,RRPOMA,618,160.9,35.1,5647.59,337.4278,
RRLSMA_619,RRLSMA,619,159.4,36.9,5881.86,337.2669,
RRMSMA_620,RRMSMA,620,37.2,53.9,2005.08,337.1075,
RRPOMA_621,RRPOMA,621,72.8,32.6,2373.28,337.0703,
RRMSMA_622,RRMSMA,622,144.5,39.9,5765.55,336.9975,Fishing Access #4 
SESSMA_623,SESSMA,623,38.1,49.7,1893.57,336.853,
SPISL08A_624,SPISL08a,624,209.1,,,336.8149,
RRPOMA_625,RRPOMA,625,115.2,50.9,5863.68,336.6058,Shallow 
RRLSMA_626,RRLSMA,626,58.2,39,2269.8,336.4906,
RRLSMA_627,RRLSMA,627,241.4,34.4,8304.16,336.4324,
SPISL09A_628,SPISL09a,628,288,,,336.191,
RRLSMA_629,RRLSMA,629,322.2,40.5,13049.1,335.903,RC Run 
SCISL12A_630,SCISL12a,630,159.7,,,335.5808,
RRPOMA_631,RRPOMA,631,137.8,43.9,6049.42,335.4211,
SCISL13A_632,SCISL13a,632,158.2,,,335.2833,
RRPOMA_633,RRPOMA,633,177.1,41.5,7349.65,335.1251,
RRPOMA_634,RRPOMA,634,139.3,60,8358,334.948,
SESSMA_635,SESSMA,635,22.9,64,1465.6,334.8087,
SPISL10A_636,SPISL10a,636,112.8,,,334.7858,
RRLSMA_637,RRLSMA,637,239.6,64,15334.4,334.673,
SPISL11A_638,SPISL11a,638,108.5,,,334.4334,
RRPOMA_639,RRPOMA,639,71.6,43,3078.8,334.3249,Top of Copco Reservoir; Hahn ranch brdge - 0 distance
RRMSMA_640,RRMSMA,640,86,50.3,4325.8,334.2533,
RRLSMA_641,RRLSMA,641,71.6,71.6,5126.56,334.1673,top of island
SPISL12A_642,SPISL12a,642,136,,,334.0957,
RRPOMA_643,RRPOMA,643,86,28.7,2468.2,333.9597,below split 2580
RRPOMA_644,RRPOMA,644,64.5,36,2322,333.8737,
RRLSMA_645,RRLSMA,645,86,36,3096,333.8092,
RRPOMA_646,RRPOMA,646,114.6,43,4927.8,333.7232,
RRLSMA_647,RRLSMA,647,107.4,36,3866.4,333.6086,
RRMSMA_648,RRMSMA,648,93.1,36,3351.6,333.5012,
RRPOMA_649,RRPOMA,649,143.3,43,6161.9,333.4081,2575
RRLSMA_650,RRLSMA,650,143.3,36,5158.8,333.2648,
RRMSMA_651,RRMSMA,651,86,28.7,2468.2,333.1215,
RRLSMA_652,RRLSMA,652,86,28.7,2468.2,333.0355,
RRPOMA_653,RRPOMA,653,93.1,50.3,4682.93,332.9495,
RRPOMA_654,RRPOMA,654,86,43,3698,332.8564,
RRLSMA_655,RRLSMA,655,93.1,43,4003.3,332.7704,
RRMSMA_656,RRMSMA,656,479.9,36,17276.4,332.6773,2570
RRLSMA_657,RRLSMA,657,71.6,36,2577.6,332.1974,
RRPOMA_658,RRPOMA,658,150.4,50.3,7565.12,332.1258,
RRMSMA_659,RRMSMA,659,71.6,50.3,3601.48,331.9754,
RRLSMA_660,RRLSMA,660,71.6,28.7,2054.92,331.9038,
RRPOMA_661,RRPOMA,661,150.4,57.3,8617.92,331.8322,2565
RRPOMA_662,RRPOMA,662,71.6,36,2577.6,331.6818,
RRMSMA_663,RRMSMA,663,143.3,43,6161.9,331.6102,2560
RRLSMA_664,RRLSMA,664,57.3,50.3,2882.19,331.4669,
RRPOMA_665,RRPOMA,665,143.3,64.6,9257.18,331.4096,
RRLSMA_666,RRLSMA,666,107.4,36,3866.4,331.2663,top of split
SPISL13A_667,SPISL13a,667,78.8,,,331.1589,
RRLSMA_668,RRLSMA,668,136.1,36,4899.6,331.0801,
RRPOMA_669,RRPOMA,669,179.1,36,6447.6,330.944,
RRLSMA_670,RRLSMA,670,121.8,43,5237.4,330.7649,
RRPOMA_671,RRPOMA,671,93.1,43,4003.3,330.6431,2550
RRLSMA_672,RRLSMA,672,78.8,43,3388.4,330.55,
RRPOMA_673,RRPOMA,673,171.9,36,6188.4,330.4712,
RRLSMA_674,RRLSMA,674,107.4,28.7,3082.38,330.2993,
RRPOMA_675,RRPOMA,675,128.9,50.3,6483.67,330.1919,
RRMSMA_676,RRMSMA,676,143.3,28.7,4112.71,330.063,
RRMSMA_677,RRMSMA,677,107.4,36,3866.4,329.9197,
RRLSMA_678,RRLSMA,678,179.1,36,6447.6,329.8123,
RRLSMA_679,RRLSMA,679,143.3,36,5158.8,329.6332,
RRLSMA_680,RRLSMA,680,86,43,3698,329.4899,split top
SPISL14A_681,SPISL14a,681,35.8,,,329.4039,
RRMSMA_682,RRMSMA,682,28.7,21.6,619.92,329.3681,end split
RRPOMA_683,RRPOMA,683,114.6,43,4927.8,329.3394,
RRLSMA_684,RRLSMA,684,71.6,36,2577.6,329.2248,
RRPOMA_685,RRPOMA,685,121.8,36,4384.8,329.1532,2540
RRLSMA_686,RRLSMA,686,86,36,3096,329.0314,
RRMSMA_687,RRMSMA,687,107.4,36,3866.4,328.9454,2530
RRPOMA_688,RRPOMA,688,193.4,43,8316.2,328.838,
RRLSMA_689,RRLSMA,689,157.6,28.7,4523.12,328.6446,
RRPOMA_690,RRPOMA,690,71.6,36,2577.6,328.487,
RRLSMA_691,RRLSMA,691,107.4,57.3,6154.02,328.4154,top of split
SPISL15A_692,SPISL15a,692,64.5,,,328.308,
RRPOMA_693,RRPOMA,693,93.1,43,4003.3,328.2435,after split
RRLSMA_694,RRLSMA,694,71.6,28.7,2054.92,328.1504,
RRMSMA_695,RRMSMA,695,35.8,28.7,1027.46,328.0788,
RRPOMA_696,RRPOMA,696,150.4,36,5414.4,328.043,
RRLSSP_697,RRLSSP,697,93.1,43,4003.3,327.8926,top of split at bottom of unit
SPISL16A_698,SPISL16a,698,128.9,,,327.7995,3 CHANNEL Complex
RRLSMA_699,RRLSMA,699,57.3,57.3,3283.29,327.6706,confluence
